Seed	Shiny	Stars	Species	Level	TeraType	EC	PID	HP	ATK	DEF	SPA	SPD	SPE	Ability	Nature	Gender	Height	Weight	Scale	Move1	Move2	Move3	Move4	EventIndex	Calcs	
0038954D	Star	4	Magcargo	45	Steel	22D5FFA8	9E1038D1	19	31	16	2	31	31	Weak Armor (H)	Gentle	♀	182	240	155	Flamethrower	Rock Tomb	Harden	Rock Slide	0	3708237	
0038AACA	Star	4	Mightyena	45	Rock	22D61525	C42C62ED	31	30	31	30	10	31	Moxie (H)	Bashful	♀	119	61	97	Crunch	Play Rough	Howl	Take Down	0	3713738	
0038ABD3	Star	4	Clefable	45	Ice	22D6162E	233285F3	22	31	2	9	31	31	Cute Charm (1)	Rash	♀	142	59	147	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	3714003	
0038F46A	Star	4	Graveler-Normal	45	Rock	22D65EC5	AF0F09CE	15	2	31	31	12	31	Sturdy (2)	Naive	♀	115	191	38	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	3732586	
00390FCF	Star	4	Dusclops	45	Water	22D67A2A	00B4A675	31	2	31	17	15	31	Pressure (1)	Gentle	♀	114	136	38	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	3739599	
003922FC	Star	5	Kommo-o	75	Grass	22D68D57	D4E07221	31	15	9	31	31	31	Soundproof (2)	Naughty	♀	171	146	114	Brick Break	Dragon Claw	Boomburst	Scary Face	0	3744508	
00392DB0	Star	3	Mienfoo	35	Grass	22D6980B	16B4B075	31	31	13	2	18	14	Inner Focus (1)	Lax	♀	115	193	64	Force Palm	Fake Out	Knock Off	Feint	0	3747248	
00394C69	Star	4	Leavanny	45	Ground	22D6B6C4	DE2278E3	10	31	20	30	31	31	Overcoat (H)	Calm	♂	17	121	174	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	3755113	
00395CA3	Star	3	Lombre	35	Ground	22D6C6FE	257383B2	23	0	31	9	31	31	Swift Swim (1)	Timid	♂	86	220	152	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	3759267	
0039686E	Star	5	Politoed	75	Fire	22D6D2C9	DA9F7C5E	31	31	4	31	31	4	Damp (2)	Quirky	♀	106	104	110	Surf	Hyper Voice	Weather Ball	Encore	0	3762286	
00398499	Star	3	Munchlax	35	Bug	22D6EEF4	FEAD586C	31	31	31	11	20	23	Thick Fat (2)	Gentle	♂	111	54	208	Bite	Covet	Flail	Defense Curl	0	3769497	
0039A433	Star	3	Nuzleaf	35	Ice	22D70E8E	82D62417	28	22	31	25	31	25	Chlorophyll (1)	Lax	♂	122	80	73	Razor Leaf	Take Down	Fake Out	Payback	0	3777587	
0039E874	Square	5	Politoed	75	Dragon	22D752CF	D2917451	3	31	31	24	31	31	Water Absorb (1)	Brave	♀	214	178	148	Surf	Hyper Voice	Weather Ball	Encore	0	3795060	
003A31ED	Star	5	Victreebel	75	Steel	22D79C48	2FF28933	19	31	31	31	23	31	Chlorophyll (1)	Careful	♀	124	164	55	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	3813869	
003A4AE6	Star	4	Furret	45	Fighting	22D7B541	38079EC6	31	10	31	1	8	31	Frisk (H)	Docile	♂	113	92	181	Take Down	Flamethrower	Sucker Punch	Charm	0	3820262	
003A775B	Star	4	Ariados	45	Ground	22D7E1B6	BC721AB3	31	31	5	31	15	17	Sniper (H)	Hardy	♀	194	108	163	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	3831643	
003A7E19	Star	5	Kommo-o	75	Bug	22D7E874	8A1F2CDE	31	31	5	31	27	31	Overcoat (H)	Adamant	♂	52	31	111	Brick Break	Dragon Claw	Boomburst	Scary Face	0	3833369	
003A8950	Star	4	Ariados	45	Grass	22D7F3AB	B9BF1F7E	29	31	21	31	27	31	Insomnia (2)	Hasty	♂	219	129	176	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	3836240	
003A9366	Star	4	Dipplin	45	Fighting	22D7FDC1	78ACDE6D	31	31	6	5	31	13	Gluttony (2)	Timid	♀	188	209	229	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	3838822	
003A9961	Star	4	Ariados	45	Dark	22D803BC	6B72CDB3	31	31	31	25	23	13	Sniper (H)	Naive	♂	124	182	194	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	3840353	
003ABC66	Star	4	Leavanny	45	Fighting	22D826C1	ADC90B08	16	31	31	16	24	31	Overcoat (H)	Hardy	♂	119	25	134	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	3849318	
003ACAD8	Star	4	Ribombee	45	Ghost	22D83533	204E868F	31	31	31	9	26	16	Shield Dust (2)	Bashful	♂	197	34	69	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	3853016	
003AE567	Star	4	Hakamo-o	45	Flying	22D84FC2	EDE54B24	26	28	31	31	14	31	Overcoat (H)	Rash	♀	133	167	75	Dragon Claw	Screech	Close Combat	Metal Claw	0	3859815	
003B050E	Star	3	Chingling	35	Fire	22D86F69	45DAE31B	31	31	6	9	10	10	Levitate (1)	Timid	♂	213	79	111	Confusion	Yawn	Last Resort	Uproar	0	3867918	
003B1ADB	Star	4	Leavanny	45	Ground	22D88536	0206A4C7	31	30	30	23	31	31	Swarm (1)	Calm	♂	69	63	155	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	3873499	
003B2D05	Star	5	Mienshao	75	Normal	22D89760	82D92418	31	31	31	31	24	17	Regenerator (2)	Rash	♀	151	106	193	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	3878149	
003B494B	Star	4	Ariados	45	Bug	22D8B3A6	8D9E2B5F	6	31	31	28	31	2	Swarm (1)	Adamant	♂	74	69	110	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	3885387	
003B5542	Star	3	Noctowl	35	Ghost	22D8BF9D	9A173CD6	31	31	1	2	30	3	Tinted Lens (H)	Hardy	♂	129	58	114	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	3888450	
003BA110	Star	3	Mienfoo	35	Grass	22D90B6B	F45D529C	6	31	31	11	29	6	Regenerator (2)	Hasty	♂	163	192	174	Force Palm	Fake Out	Knock Off	Feint	0	3907856	
003BC1F2	Square	5	Vikavolt	75	Psychic	22D92C4D	502AF6EA	30	31	31	17	31	31	Levitate (1)	Brave	♀	111	89	130	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	3916274	
003BC89B	Star	4	Hakamo-o	45	Ground	22D932F6	FBF45D35	31	20	31	20	9	31	Bulletproof (1)	Quiet	♂	87	74	129	Dragon Claw	Screech	Close Combat	Metal Claw	0	3917979	
003BE0D2	Star	4	Dusclops	45	Psychic	22D94B2D	352B93EA	1	31	31	23	31	19	Frisk (H)	Lonely	♂	148	21	127	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	3924178	
003BFAA8	Star	3	Chingling	35	Poison	22D96503	93E93528	6	31	8	31	5	1	Levitate (1)	Adamant	♂	129	168	116	Confusion	Yawn	Last Resort	Uproar	0	3930792	
003C4DE9	Star	4	Ribombee	45	Ground	22D9B844	B13117F0	31	21	0	31	7	31	Sweet Veil (H)	Hasty	♂	111	185	206	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	3952105	
003C5395	Star	4	Ribombee	45	Dark	22D9BDF0	2D018BC0	22	26	31	31	31	31	Honey Gather (1)	Quirky	♂	194	228	136	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	3953557	
003C6616	Star	3	Noctowl	35	Fairy	22D9D071	1352B593	10	31	13	1	31	27	Tinted Lens (H)	Calm	♀	126	108	151	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	3958294	
003C8259	Star	4	Hakamo-o	45	Bug	22D9ECB4	5720F1E1	31	31	17	6	31	12	Soundproof (2)	Calm	♂	198	106	194	Dragon Claw	Screech	Close Combat	Metal Claw	0	3965529	
003C8456	Square	4	Mightyena	45	Fairy	22D9EEB1	55DFF31F	31	13	31	11	31	2	Quick Feet (2)	Careful	♀	115	61	133	Crunch	Play Rough	Howl	Take Down	0	3966038	
003C9E64	Star	4	Mightyena	45	Poison	22DA08BF	82512490	13	21	31	31	31	26	Quick Feet (2)	Brave	♀	234	101	192	Crunch	Play Rough	Howl	Take Down	0	3972708	
003CA5AD	Star	3	Munchlax	35	Steel	22DA1008	CDDE6B1F	31	17	4	18	31	17	Gluttony (H)	Naive	♂	90	171	163	Bite	Covet	Flail	Defense Curl	0	3974573	
003CA7F7	Square	5	Politoed	75	Dark	22DA1252	37D09110	12	31	31	1	31	31	Drizzle (H)	Rash	♀	193	181	91	Surf	Hyper Voice	Weather Ball	Encore	0	3975159	
003CE0DD	Star	4	Clefable	45	Water	22DA4B38	D6D07011	31	5	7	31	31	26	Unaware (H)	Rash	♂	177	125	129	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	3989725	
003D1F46	Star	4	Crawdaunt	45	Fighting	22DA89A1	9D9E3B5F	11	31	4	8	31	31	Shell Armor (2)	Careful	♂	78	162	62	Knock Off	Crabhammer	Aqua Jet	Taunt	0	4005702	
003D2FC1	Star	3	Nuzleaf	35	Ice	22DA9A1C	D72F71EE	31	27	31	2	21	30	Pickpocket (H)	Brave	♂	117	74	217	Razor Leaf	Take Down	Fake Out	Payback	0	4009921	
003D6801	Star	5	Politoed	75	Fire	22DAD25C	1E3FB8FE	31	31	19	31	26	31	Water Absorb (1)	Careful	♂	115	9	178	Surf	Hyper Voice	Weather Ball	Encore	0	4024321	
003D8557	Star	4	Mightyena	45	Dark	22DAEFB2	A8DE0E1F	1	31	31	31	28	17	Moxie (H)	Hardy	♀	151	117	184	Crunch	Play Rough	Howl	Take Down	0	4031831	
003DABE0	Star	4	Clefable	45	Psychic	22DB163B	FCBA5A7B	9	2	31	31	10	31	Magic Guard (2)	Quiet	♂	189	166	204	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	4041696	
003DD45A	Square	4	Furret	45	Rock	22DB3EB5	ABFD0D3D	10	7	31	31	23	31	Frisk (H)	Bold	♀	107	126	145	Take Down	Flamethrower	Sucker Punch	Charm	0	4052058	
003DF9E1	Star	4	Piloswine	45	Dark	22DB643C	3CF19A30	13	31	31	22	31	15	Snow Cloak (2)	Rash	♀	238	134	122	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	4061665	
003E2413	Star	3	Lombre	35	Ice	22DB8E6E	F5475386	31	25	31	26	19	4	Own Tempo (H)	Rash	♀	157	104	91	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	4072467	
003E2F7E	Star	5	Shiftry	75	Fire	22DB99D9	4394E555	11	31	31	31	2	31	Chlorophyll (1)	Timid	♀	210	119	175	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	4075390	
003E3293	Star	5	Golem-Normal	75	Ice	22DB9CEE	E6994058	31	31	31	7	31	18	Sturdy (2)	Impish	♀	112	206	106	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	4076179	
003E3D0B	Star	4	Ribombee	45	Bug	22DBA766	0B7FADBE	31	13	6	31	31	25	Honey Gather (1)	Relaxed	♀	158	143	135	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	4078859	
003E3FC7	Star	4	Dusclops	45	Flying	22DBAA22	DD107BD1	27	26	31	31	15	31	Pressure (1)	Rash	♀	66	154	64	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	4079559	
003E45DC	Star	4	Mightyena	45	Grass	22DBB037	243F82FE	31	30	16	30	31	31	Intimidate (1)	Bashful	♂	188	116	128	Crunch	Play Rough	Howl	Take Down	0	4081116	
003E6CBE	Star	3	Gurdurr	35	Fire	22DBD719	87842145	10	4	31	27	31	12	Guts (1)	Hardy	♀	96	193	133	Low Kick	Rock Slide	Scary Face	Slam	0	4091070	
003E7978	Square	5	Golem-Normal	75	Ghost	22DBE3D3	80CD260D	31	24	31	31	31	19	Rock Head (1)	Mild	♂	72	180	212	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	4094328	
003E83A2	Star	3	Clefairy	35	Normal	22DBEDFD	FB565D97	31	27	30	27	8	31	Cute Charm (1)	Timid	♀	104	92	138	Meteor Mash	Dazzling Gleam	Encore	Charm	0	4096930	
003E871D	Star	3	Clefairy	35	Water	22DBF178	62BEC47F	0	29	31	1	31	4	Cute Charm (1)	Hardy	♀	137	108	207	Meteor Mash	Dazzling Gleam	Encore	Charm	0	4097821	
003E9006	Star	5	Snorlax	75	Fighting	22DBFA61	44E4E225	31	6	31	27	31	31	Thick Fat (2)	Lax	♂	142	113	209	Body Slam	Heavy Slam	Bite	Mud-Slap	0	4100102	
003E95B2	Star	3	Chingling	35	Psychic	22DC000D	B3861547	11	25	14	31	31	28	Levitate (1)	Jolly	♂	42	171	34	Confusion	Yawn	Last Resort	Uproar	0	4101554	
003EADA6	Star	3	Mienfoo	35	Fighting	22DC1801	3E979856	26	6	3	31	31	13	Reckless (H)	Rash	♀	146	198	121	Force Palm	Fake Out	Knock Off	Feint	0	4107686	
003EC149	Square	4	Dipplin	45	Ground	22DC2BA4	9DCD3B0D	31	31	19	8	31	13	Gluttony (2)	Hardy	♀	103	92	122	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	4112713	
003EC1E3	Star	4	Crawdaunt	45	Ghost	22DC2C3E	35599398	31	31	20	25	8	31	Shell Armor (2)	Jolly	♀	169	88	124	Knock Off	Crabhammer	Aqua Jet	Taunt	0	4112867	
003ED0A0	Star	4	Mightyena	45	Steel	22DC3AFB	347E92BF	31	5	31	19	31	19	Intimidate (1)	Impish	♂	166	28	162	Crunch	Play Rough	Howl	Take Down	0	4116640	
003F0A60	Star	4	Hakamo-o	45	Fighting	22DC74BB	A8200EE1	4	31	31	7	31	31	Bulletproof (1)	Adamant	♀	79	97	206	Dragon Claw	Screech	Close Combat	Metal Claw	0	4131424	
003F0B67	Star	4	Ariados	45	Flying	22DC75C2	A70301C2	31	31	22	12	7	31	Swarm (1)	Naive	♀	176	174	195	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	4131687	
003F3F60	Star	4	Crawdaunt	45	Steel	22DCA9BB	B9FA1F3B	31	31	28	9	7	31	Shell Armor (2)	Lax	♂	140	34	72	Knock Off	Crabhammer	Aqua Jet	Taunt	0	4144992	
003F40A0	Square	4	Furret	45	Steel	22DCAAFB	F63250F2	31	29	31	6	3	31	Run Away (1)	Naive	♀	137	172	61	Take Down	Flamethrower	Sucker Punch	Charm	0	4145312	
003F43D3	Star	4	Dipplin	45	Ice	22DCAE2E	27D08111	31	23	31	22	31	2	Sticky Hold (H)	Mild	♀	71	222	134	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	4146131	
003F4C2F	Star	3	Chingling	35	Water	22DCB68A	862A20EB	23	25	31	22	26	31	Levitate (1)	Hardy	♀	168	134	81	Confusion	Yawn	Last Resort	Uproar	0	4148271	
003F519F	Star	4	Piloswine	45	Steel	22DCBBFA	E36745A6	28	31	31	6	31	16	Thick Fat (H)	Quiet	♂	126	230	167	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	4149663	
003F66B5	Star	3	Munchlax	35	Dark	22DCD110	84DE221F	11	24	5	31	31	28	Thick Fat (2)	Gentle	♂	111	162	130	Bite	Covet	Flail	Defense Curl	0	4155061	
003F7171	Star	5	Politoed	75	Electric	22DCDBCC	862420E5	23	29	31	31	31	31	Damp (2)	Quirky	♀	132	161	155	Surf	Hyper Voice	Weather Ball	Encore	0	4157809	
003FA69D	Star	3	Swadloon	35	Water	22DD10F8	6F33C9F2	30	5	24	31	31	14	Overcoat (H)	Mild	♂	144	16	99	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	4171421	
003FDE56	Star	4	Piloswine	45	Fairy	22DD48B1	A2F60437	9	26	31	12	31	31	Oblivious (1)	Timid	♀	146	90	146	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	4185686	
0040219C	Star	5	Kommo-o	75	Grass	22DD8BF7	872521E4	31	31	31	0	31	31	Soundproof (2)	Hardy	♀	109	103	226	Brick Break	Dragon Claw	Boomburst	Scary Face	0	4202908	
0040250F	Star	5	Probopass	75	Water	22DD8F6A	7F08D9C9	9	4	31	31	31	31	Magnet Pull (2)	Lax	♂	123	139	230	Body Press	Power Gem	Flash Cannon	Harden	0	4203791	
00404B39	Star	3	Clefairy	35	Bug	22DDB594	6843CE82	31	31	24	6	14	27	Cute Charm (1)	Lax	♂	249	65	160	Meteor Mash	Dazzling Gleam	Encore	Charm	0	4213561	
00405C45	Star	4	Leavanny	45	Normal	22DDC6A0	7528D3E9	31	22	11	10	31	31	Overcoat (H)	Lonely	♀	100	100	98	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	4217925	
004071CE	Square	4	Clefable	45	Fire	22DDDC29	B6D61016	31	26	25	31	13	31	Magic Guard (2)	Serious	♀	218	135	246	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	4223438	
00409EBB	Star	3	Lombre	35	Ground	22DE0916	549FF25E	10	13	31	26	31	22	Rain Dish (2)	Adamant	♂	104	203	210	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	4234939	
0040B6A2	Star	3	Lombre	35	Dragon	22DE20FD	0D8EAB4F	31	22	9	3	31	7	Swift Swim (1)	Jolly	♂	74	176	93	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	4241058	
0041086E	Star	5	Politoed	75	Fire	22DE72C9	BBB31D72	12	31	31	31	31	15	Drizzle (H)	Timid	♂	180	156	123	Surf	Hyper Voice	Weather Ball	Encore	0	4261998	
00412DA9	Star	3	Mienfoo	35	Ground	22DE9804	FFD65917	31	31	14	0	6	26	Inner Focus (1)	Bashful	♂	161	94	136	Force Palm	Fake Out	Knock Off	Feint	0	4271529	
00415917	Star	4	Dusclops	45	Dark	22DEC372	90853644	24	31	31	21	24	31	Pressure (1)	Mild	♂	158	185	85	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	4282647	
00417D1F	Star	4	Piloswine	45	Steel	22DEE77A	900036C1	31	8	31	23	18	31	Thick Fat (H)	Quirky	♀	131	229	92	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	4291871	
004187C7	Star	4	Graveler-Normal	45	Flying	22DEF222	EA744CB5	17	31	4	11	31	31	Sturdy (2)	Hasty	♀	196	62	127	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	4294599	
00418C75	Star	5	Dusknoir	75	Dark	22DEF6D0	B8D51E14	31	31	8	31	29	31	Pressure (1)	Relaxed	♀	171	114	152	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	4295797	
004191E0	Star	4	Clefable	45	Dark	22DEFC3B	0D1BABDA	31	0	25	7	31	31	Unaware (H)	Docile	♀	125	113	239	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	4297184	
00419EEF	Star	5	Ludicolo	75	Water	22DF094A	046EA2AF	9	31	31	31	5	31	Swift Swim (1)	Jolly	♂	153	49	124	Energy Ball	Surf	Fake Out	Trailblaze	0	4300527	
0041A38C	Star	3	Chingling	35	Ghost	22DF0DE7	E9264FE7	31	12	13	25	31	9	Levitate (1)	Impish	♂	143	137	176	Confusion	Yawn	Last Resort	Uproar	0	4301708	
0041C0F8	Star	5	Vikavolt	75	Ghost	22DF2B53	B03816F9	31	31	14	28	31	31	Levitate (1)	Naughty	♂	70	153	152	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	4309240	
0041E848	Star	4	Graveler-Normal	45	Poison	22DF52A3	275D819C	5	31	31	31	13	28	Sturdy (2)	Docile	♀	53	120	91	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	4319304	
0041F99A	Star	4	Graveler-Normal	45	Rock	22DF63F5	1007B6C6	16	31	20	31	13	31	Sturdy (2)	Quiet	♀	150	107	183	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	4323738	
00425404	Star	5	Golem-Normal	75	Poison	22DFBE5F	AE3208F3	31	31	31	31	18	31	Sand Veil (H)	Bold	♀	93	83	213	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	4346884	
0042B265	Star	4	Hakamo-o	45	Normal	22E01CC0	5CA5FA64	31	11	31	19	8	31	Bulletproof (1)	Naive	♀	202	106	229	Dragon Claw	Screech	Close Combat	Metal Claw	0	4371045	
0042CA81	Star	5	Politoed	75	Water	22E034DC	39789FB9	14	10	31	31	31	31	Drizzle (H)	Careful	♂	93	68	144	Surf	Hyper Voice	Weather Ball	Encore	0	4377217	
0042D086	Star	5	Ludicolo	75	Fighting	22E03AE1	3A309CF1	31	12	31	31	8	31	Rain Dish (2)	Brave	♂	61	137	202	Energy Ball	Surf	Fake Out	Trailblaze	0	4378758	
0042E52A	Star	3	Swadloon	35	Rock	22E04F85	C33F65FE	19	31	25	2	31	29	Leaf Guard (1)	Quiet	♂	72	183	66	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	4384042	
0042EC1A	Star	3	Sandshrew-Normal	35	Rock	22E05675	08D0AE11	5	17	9	31	31	18	Sand Veil (1)	Lonely	♂	35	112	34	Flail	Bulldoze	Slash	Sandstorm	0	4385818	
0042FF3D	Star	3	Nuzleaf	35	Water	22E06998	BA0F1CCE	31	1	31	22	1	25	Chlorophyll (1)	Naughty	♂	123	90	137	Razor Leaf	Take Down	Fake Out	Payback	0	4390717	
0043114E	Star	4	Crawdaunt	45	Fire	22E07BA9	6568C3A9	26	5	31	31	15	31	Adaptability (H)	Lonely	♀	187	82	137	Knock Off	Crabhammer	Aqua Jet	Taunt	0	4395342	
00433AE5	Star	4	Magcargo	45	Normal	22E0A540	34C39202	8	31	31	31	22	31	Flame Body (2)	Sassy	♂	87	126	80	Flamethrower	Rock Tomb	Harden	Rock Slide	0	4405989	
00435BC2	Star	3	Clefairy	35	Steel	22E0C61D	E63C40FD	8	13	19	31	31	6	Friend Guard (H)	Docile	♂	73	106	124	Meteor Mash	Dazzling Gleam	Encore	Charm	0	4414402	
00435EBA	Star	3	Lombre	35	Rock	22E0C915	C0956654	28	31	10	19	24	31	Rain Dish (2)	Serious	♀	125	150	105	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	4415162	
00436990	Star	3	Swadloon	35	Grass	22E0D3EB	97DA311B	18	7	31	31	10	28	Overcoat (H)	Relaxed	♂	68	200	76	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	4417936	
00438210	Star	4	Ariados	45	Grass	22E0EC6B	9AB13C70	23	31	31	4	31	22	Insomnia (2)	Adamant	♂	196	190	101	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	4424208	
0043AF60	Star	4	Crawdaunt	45	Fire	22E119BB	8C282AE9	31	0	30	12	31	31	Hyper Cutter (1)	Hasty	♂	110	111	59	Knock Off	Crabhammer	Aqua Jet	Taunt	0	4435808	
0043F204	Star	5	Vikavolt	75	Poison	22E15C5F	70A9D668	31	31	31	7	12	31	Levitate (1)	Quiet	♂	169	127	175	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	4452868	
0043FD2B	Star	3	Swadloon	35	Bug	22E16786	901C36DD	17	7	3	31	23	31	Leaf Guard (1)	Careful	♂	56	105	147	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	4455723	
00441F7B	Star	5	Shiftry	75	Ground	22E189D6	A60300C2	15	31	21	31	31	31	Pickpocket (H)	Impish	♀	182	217	69	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	4464507	
00443946	Star	4	Ariados	45	Fighting	22E1A3A1	89DB2F1A	31	15	1	7	31	31	Insomnia (2)	Quiet	♀	106	67	128	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	4471110	
0044495D	Star	4	Ariados	45	Water	22E1B3B8	67D7C116	14	14	31	31	28	31	Insomnia (2)	Adamant	♂	24	171	124	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	4475229	
00444FC5	Star	4	Dusclops	45	Normal	22E1BA20	C59E635F	13	13	0	31	31	31	Frisk (H)	Bashful	♂	176	141	64	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	4476869	
00446B3F	Star	3	Clefairy	35	Steel	22E1D59A	C5C16300	5	31	12	31	31	6	Cute Charm (1)	Bold	♀	54	131	85	Meteor Mash	Dazzling Gleam	Encore	Charm	0	4483903	
0044714A	Star	4	Clefable	45	Rock	22E1DBA5	06C7A006	31	31	30	14	27	31	Magic Guard (2)	Hasty	♀	52	47	93	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	4485450	
0044AD97	Star	5	Shiftry	75	Dark	22E217F2	B62210E3	13	31	31	20	31	31	Chlorophyll (1)	Bashful	♀	63	206	166	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	4500887	
0044C63D	Star	3	Chingling	35	Water	22E23098	6AB0CC71	6	0	22	31	3	31	Levitate (1)	Naive	♂	94	76	176	Confusion	Yawn	Last Resort	Uproar	0	4507197	
0044DD42	Star	3	Gurdurr	35	Dark	22E2479D	705BD69A	31	31	29	29	12	26	Sheer Force (2)	Serious	♀	110	160	126	Low Kick	Rock Slide	Scary Face	Slam	0	4513090	
00451BD8	Star	4	Clefable	45	Ghost	22E28633	C70D61CC	31	8	31	31	15	0	Unaware (H)	Rash	♀	59	225	171	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	4529112	
00453461	Star	4	Graveler-Normal	45	Fairy	22E29EBC	46B0E071	6	31	9	31	31	6	Sand Veil (H)	Jolly	♀	172	146	122	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	4535393	
00454664	Star	4	Mightyena	45	Poison	22E2B0BF	5E75F8B4	31	0	31	6	7	31	Intimidate (1)	Serious	♀	127	103	120	Crunch	Play Rough	Howl	Take Down	0	4540004	
00457269	Star	4	Hakamo-o	45	Ground	22E2DCC4	55E1F320	31	8	31	26	27	31	Overcoat (H)	Bashful	♀	161	101	84	Dragon Claw	Screech	Close Combat	Metal Claw	0	4551273	
00458126	Star	3	Gurdurr	35	Fighting	22E2EB81	E36745A6	6	27	31	10	31	24	Guts (1)	Mild	♀	116	225	145	Low Kick	Rock Slide	Scary Face	Slam	0	4555046	
0045862C	Star	3	Ekans	35	Ghost	22E2F087	96BA307B	6	6	31	13	21	31	Intimidate (1)	Docile	♂	157	107	123	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	4556332	
0045A596	Star	4	Graveler-Normal	45	Fairy	22E30FF1	8B052DC4	31	31	31	5	25	0	Sturdy (2)	Hardy	♀	126	90	149	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	4564374	
0045CE34	Star	3	Noctowl	35	Dragon	22E3388F	6958CF99	24	12	31	29	31	7	Tinted Lens (H)	Rash	♀	176	93	139	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	4574772	
0045D210	Star	4	Ariados	45	Grass	22E33C6B	85F52334	31	31	26	31	20	8	Insomnia (2)	Bold	♂	168	122	92	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	4575760	
004603C5	Star	4	Graveler-Normal	45	Normal	22E36E20	C66B60AA	31	31	23	29	31	15	Sturdy (2)	Sassy	♂	96	135	118	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	4588485	
004636C0	Star	3	Noctowl	35	Ghost	22E3A11B	25C68307	22	11	2	14	31	31	Tinted Lens (H)	Lonely	♀	127	95	107	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	4601536	
0046720B	Star	4	Magcargo	45	Bug	22E3DC66	7C6CDAAD	7	1	31	31	31	14	Magma Armor (1)	Careful	♀	106	59	153	Flamethrower	Rock Tomb	Harden	Rock Slide	0	4616715	
